google_id,name,dept,h_index,i10index,min_year,max_year,t_publication,t_pubs_citations,highest_citations,mean_of_IF,mean_of_co_authors,num_nsf,t_deflated_nsf,num_nih,t_deflated_nih,Y05yr,KTotal,KDirect,KMediated,Chi,BetCentrality,PRCentrality,XDIndicator,SchoolRank
cQknwG0AAAAJ,DANIEL N BOLON ,BIO,24,33,2001,2016,35,1715,382,8.128,6.543,0,0,0,0,2000,142,3,139,0.1623931623931624,0,0.00012800515620861594,BIO,50
CqnnE2AAAAAJ,IVAYLO I IVANOV ,BIO,29,33,2002,2016,34,14873,3626,18.267,11.059,1,309658,0,0,2000,193,2,191,0.11507936507936507,23.012197242039676,0.00010062331197280093,BIO,14
CQ_6m_oAAAAJ,BRITT KOSKELLA ,BIO,18,21,2004,2016,26,919,227,4.4,2.962,1,158499,0,0,2000,73,6,67,0.024390243902439025,413.23624137064485,0.0002201742333338968,BIO,4
cRRRBAcAAAAJ,DAVID AW SOERGEL ,CS,5,5,2003,2013,5,1056,745,5.714,10.2,0,0,0,0,2000,219,2,217,0.9047619047619048,0,0.00008526593833031749,CS,25
cS8AAA4AAAAJ,DONALD M WALLER ,BIO,51,95,1979,2014,87,6340,670,3.326,3.77,13,4744435,0,0,1975,153,6,147,0.06989247311827956,3534.8651940336,0.00021913390594181922,BIO,18
CsGlDGEAAAAJ,SHAHRIAR NIRJON,CS,10,10,2012,2016,13,188,46,0.714,6.615,1,0,0,0,2010,76,2,74,0.09375,84.8323834104155,0.00007963204826560504,CS,25
cshPl0kAAAAJ,L WILLINGALE ,CS,20,35,2005,2016,44,1225,189,4.008,13.432,0,0,0,0,2005,89,0,89,0.07692307692307693,0,0,CS,13
CsUhHTAAAAAJ,ROBERT DALE REED ,BIO,24,29,1999,2016,31,1314,135,6.918,5.548,11,3606912,0,0,1995,91,3,88,0.14102564102564102,328.03342996942325,0.00012078406103053605,BIO,11
ct3WjtoAAAAJ,RONI ROSENFELD ,CS,42,95,1992,2016,68,2621,523,6.133,6.529,0,0,0,0,1990,442,25,417,0.29056603773584905,22936.61684002166,0.0005823697533529761,XD,1
CTPwvRMAAAAJ,CAROL SHOSHKES REISS ,BIO,35,77,1980,2016,99,5032,706,5.174,4.101,0,0,22,5963409,1980,158,2,156,0.1111111111111111,0,0.00011585382252912106,BIO,68
CtxI-i0AAAAJ,JEANNINE MARIE CAVENDER-BARES ,BIO,37,69,1995,2016,82,9561,3251,5.359,8.256,6,2375157,0,0,1995,306,19,287,0.07610993657505286,10621.203653454428,0.000566408742278573,BIO,34
CTXoO1AAAAAJ,MARY SHAW ,CS,52,115,1972,2016,164,12700,1935,1.397,3.22,7,3839135,0,0,1970,348,15,333,0.12459016393442623,8720.708603835743,0.000371662621694336,CS,1
CUbC2zYAAAAJ,AWS ALBARGHOUTHI ,CS,10,11,2009,2016,13,377,80,0.488,3.308,4,161000,0,0,2005,86,3,83,0.10526315789473684,71.62834502063403,0.00011274449784760074,CS,11
cUDoNlIAAAAJ,EWY A MATHE ,BIO,17,19,2004,2016,25,3408,1201,11.365,13.36,0,0,0,0,2000,235,1,234,0.20202020202020202,0,0.00006639330167819483,BIO,42
CUkAtC4AAAAJ,ROMAN GARNETT ,CS,13,19,2005,2016,40,1063,478,2.955,4.175,1,330382,0,0,2005,70,1,69,0.09375,0,0.00006320525373738676,CS,40
CUO0vDcAAAAJ,KLARA NAHRSTEDT ,CS,79,310,1992,2016,460,24462,1629,1.862,3.443,26,16336936,0,0,1990,796,34,762,0.13216957605985039,27847.09017626342,0.0007021880978523215,CS,5
cUssgjoAAAAJ,TRAVIS E HUXMAN ,BIO,55,120,1996,2016,146,9874,629,5.942,6.678,12,3906644,0,0,1995,287,4,283,0.07282913165266107,902.4445152545343,0.00016767943669925928,BIO,34
CUXbme0AAAAJ,MARIA A DIUK-WASSER ,BIO,25,39,1998,2016,46,1644,133,2.809,8.5,1,19477,0,0,1995,146,2,144,0.057971014492753624,118.51005298026514,0.00012255076854274466,BIO,14
cVeXErsAAAAJ,DANIEL JC KRONAUER ,BIO,22,35,1999,2016,51,1294,278,5.593,6.314,0,0,1,2414725,1995,210,7,203,0.08780487804878048,786.3618719543978,0.00021670945564528869,BIO,14
cvJWY6kAAAAJ,LI WU ,BIO,29,53,1998,2017,60,3589,690,5.781,6.3,0,0,0,0,1995,319,8,311,0.20948616600790515,9707.333243345978,0.0003160467157098436,XD,42
cvK1qxAAAAAJ,MICHAEL LAWRENCE WILSON ,BIO,28,36,1996,2016,44,2730,349,6.601,10.636,6,3987231,2,149897,1995,326,6,320,0.18473895582329317,2992.6983888419136,0.00020530349174828434,BIO,34
cVTdh_sAAAAJ,XIAOWEI YANG ,CS,28,56,1998,2016,51,3987,670,1.45,3.314,8,2268116,8,1866708,1995,250,6,244,0.19047619047619047,1189.6415572488486,0.00016071733144651937,CS,25
cwa28YMAAAAJ,CARL F PIEPER ,BIO,77,236,1982,2016,321,22799,1525,4.516,7.009,0,0,11,12402385,1980,249,1,248,0.0851063829787234,0,0.00006686731134514432,XD,11
CwLbzcIAAAAJ,S ANDREW HIRES ,BIO,15,17,2006,2016,17,2623,1084,10.394,9.235,0,0,0,0,2005,162,1,161,0.25742574257425743,0,0.00012117813384308116,BIO,55
CXAN0i0AAAAJ,PRASAD V TADEPALLI ,CS,28,70,1986,2016,118,2624,185,2.486,4.805,10,3863897,0,0,1985,352,13,339,0.13656387665198239,3521.8909522503486,0.00032823753415728795,CS,67
cxcSXXYAAAAJ,OLGA ZHAXYBAYEVA ,BIO,26,36,2000,2016,49,2339,258,6.675,5.367,1,137999,0,0,2000,140,4,136,0.1328125,1219.8756706213362,0.00015180816168847464,BIO,38
CxKgqz0AAAAJ,AUSTIN REITER ,CS,8,4,2007,2016,20,131,26,2.489,4.55,0,0,0,0,2005,108,5,103,0.18,548.4643108725412,0.00017383334787285484,CS,28
Cxwj5hEAAAAJ,SHRIRAM KRISHNAMURTHI ,CS,45,102,1996,2016,142,6005,505,1.078,3.437,20,10468243,0,0,1995,203,13,190,0.07751937984496124,6624.3840341343075,0.0003378838672559781,CS,20
CyGvFJkAAAAJ,BETH A PLALE ,CS,31,71,1998,2016,162,4897,1003,1.625,5.019,20,17161508,0,0,1995,495,9,486,0.28431372549019607,3937.9109352184078,0.00025089283559799527,XD,52
cYmUpBQAAAAJ,DAVID G CAPCO ,BIO,34,66,1978,2016,73,2937,428,3.77,3.589,0,0,0,0,1975,160,3,157,0.21951219512195122,3981.654187211582,0.00022740743429973566,BIO,55
CyQYgR0AAAAJ,DENISE J MONTELL ,BIO,44,68,1988,2016,67,4979,250,11.701,3.776,2,922882,0,0,1985,114,3,111,0.11965811965811966,370.53385547136236,0.0001302849324147889,BIO,50
cYReSuEAAAAJ,BEN YANBIN ZHAO ,CS,56,113,1998,2016,147,15248,2320,1.595,5.388,11,4391537,0,0,1995,698,25,673,0.20774647887323944,8316.996645563626,0.0005061909629143879,CS,34
CZyWk8kAAAAJ,LIXIA ZHANG ,CS,89,225,1986,2016,275,41324,2834,1.969,4.702,17,9975697,0,0,1985,572,28,544,0.1893939393939394,28063.871640332403,0.0006122942248912088,XD,13
C_cWJIkAAAAJ,CHRIS CLIFTON ,CS,45,76,1990,2015,107,9962,1099,1.652,3.019,0,0,0,0,1990,211,15,196,0.12605042016806722,1721.667338377313,0.00032076346824938816,CS,20
c_hM9mAAAAAJ,KIRK E LOHMUELLER ,BIO,25,30,2003,2016,35,4951,1923,12.11,11.543,1,137866,2,22980,2000,516,10,506,0.45195729537366547,2934.369955823844,0.00026906363948686835,XD,19
d-hWatsAAAAJ,JAY T LENNON ,BIO,30,45,2001,2016,50,2110,326,4.996,4.48,11,3499779,0,0,2000,152,8,144,0.11570247933884298,2772.0063127142994,0.00025860218365160947,BIO,34
D-n1130AAAAJ,LARRY L DAVID ,BIO,47,119,1982,2015,112,5853,398,4.003,5.839,0,0,0,0,1980,288,5,283,0.1519756838905775,3315.983303850393,0.00018810307505498297,XD,68
d0JlvYAAAAAJ,PETER C TRENHAM ,BIO,15,16,1998,2014,18,1635,624,3.627,3.5,0,0,0,0,1995,20,1,19,0,0,0.00006874071060440649,BIO,42
d0KQ9z0AAAAJ,GUY BROECK ,CS,17,26,2009,2016,56,926,103,1.895,3.946,0,0,0,0,2005,74,3,71,0.03333333333333333,89.89419553174736,0.00011724659276058912,CS,13
D0lL1r0AAAAJ,PHILIP S YU ,CS,132,801,1980,2017,781,61756,3062,1.876,3.535,9,8869502,0,0,1980,963,29,934,0.1937984496124031,26434.70933365259,0.000638168083284963,CS,60
d1Jk5ecAAAAJ,BONNIE L BASSLER ,BIO,72,118,1989,2017,144,20069,1281,8.146,4.347,8,3357588,0,0,1985,364,11,353,0.14869888475836432,7625.1413642942025,0.0003973492487357262,BIO,9
d1KEK84AAAAJ,TREVOR NIGEL MUDGE ,CS,67,242,1978,2016,344,22193,3092,1.744,4.32,13,8043001,0,0,1975,286,21,265,0.09365558912386707,10357.905573828457,0.0005028836529400357,CS,13
D2K-ADYAAAAJ,P BRIGHTEN GODFREY ,CS,27,43,2002,2015,48,3980,1254,1.358,3.833,0,0,0,0,2000,257,8,249,0.04225352112676056,819.7944078365177,0.00018395145731927095,CS,5
D2NdW5YAAAAJ,STEVEN C SHAFFER ,CS,6,3,1987,2013,9,97,33,0,1.444,0,0,0,0,1985,11,0,11,0,0,0,CS,29
D2P2B0MAAAAJ,CHRISTOPHER M JERMAINE ,CS,24,41,2001,2016,42,1291,250,2.16,3.5,0,0,0,0,2000,37,5,32,0.0975609756097561,620.5255670021484,0.00015359368211019018,CS,20
d33xc6kAAAAJ,CHI-HING CHRISTINA CHENG ,BIO,31,56,1987,2016,59,3226,460,5.521,4.881,7,4768702,0,0,1985,212,1,211,0.10967741935483871,0,0.00007298911318609627,BIO,30
d34JIC8AAAAJ,TAKAO KURT HENSCH ,BIO,47,70,1991,2016,76,7166,673,12.504,5.882,0,0,0,0,1990,209,1,208,0.1062992125984252,0,0.00007544397279468762,BIO,1
D3aAA1wAAAAJ,ANNE E SIMON ,BIO,40,84,1982,2012,86,4493,351,5.421,3.14,18,6631990,23,4747549,1980,85,3,82,0.12222222222222222,184.4381861292837,0.00015701267272997274,BIO,55
D3JAXKsAAAAJ,JOHN B WALLINGFORD ,BIO,41,74,1997,2016,83,5520,643,11.308,6.904,0,0,0,0,1995,394,14,380,0.1661721068249258,10117.275757386898,0.0004399122786061989,BIO,30
d3UtiX8AAAAJ,STANLEY JOEL OSHER ,CS,105,319,1967,2016,392,84732,13082,2.412,3.462,0,0,0,0,1965,431,8,423,0.2716627634660422,4438.061447762911,0.0002544807754110997,XD,13
d5HLoWUAAAAJ,SHENG YANG HE ,BIO,59,91,1989,2016,105,13885,1251,10.912,6.324,6,2541675,17,5772991,1985,598,9,589,0.1741424802110818,3844.8349802613834,0.00033257746325884537,XD,50
d5WWJFkAAAAJ,NADUPARAMBIL KORAH JACOB ,BIO,12,13,2001,2014,18,835,298,6.565,9.833,0,0,0,0,2000,88,1,87,0.1450381679389313,0,0.00006639330167819483,BIO,42
D6fk8zcAAAAJ,CHRISTINE A RUSHLOW ,BIO,28,38,1986,2015,34,3345,459,12.573,4.618,2,2420613,16,3659621,1985,107,5,102,0.21621621621621623,2509.563599583276,0.00019050832719457914,XD,68
D6fp6_cAAAAJ,WARREN A HUNT ,CS,25,41,1987,2015,64,1678,192,1.494,2.406,0,0,0,0,1985,47,1,46,0.0967741935483871,0,0.000060779150580637717,CS,9
D6ptFeMAAAAJ,MATTHEW KEITH FRANKLIN ,CS,38,75,1988,2016,73,7291,2319,1.455,2.959,0,0,0,0,1985,140,6,134,0.13636363636363635,4688.902960127002,0.0001776100602064159,CS,34
d7Gx1QYAAAAJ,MS S DRESSELHAUS ,CS,165,866,1960,2016,1163,109781,4064,5.819,5.958,18,7772470,6,173585,1960,1033,5,1028,0.1411082474226804,4831.389586951377,0.00018818981295575904,XD,1
D8O1JNrl--gC,MATTHEW S BOGYO ,BIO,66,178,1994,2017,213,15149,1119,7.978,7.333,0,0,28,6937124,1990,672,3,669,0.08591885441527446,223.65948096239754,0.00011587978863546187,BIO,1
d8YkitgAAAAJ,ARNAV HARISH JHALA ,CS,17,23,2004,2016,48,1037,253,1.646,3.167,4,2186293,0,0,2000,52,2,50,0.038461538461538464,1339.0536807933624,0.00013703013065861723,CS,56
d97bGd8AAAAJ,ALEXEI A EFROS ,CS,49,76,1994,2016,99,19543,2950,3.776,3.545,9,3520637,0,0,1990,300,18,282,0.08620689655172414,5042.228536624141,0.00042785024992802,CS,1
D9trGPkAAAAJ,THOMAS C ADAM ,BIO,8,8,2010,2016,12,229,113,2.924,3.833,0,0,0,0,2010,36,1,35,0.18181818181818182,0,0.00006721494627345529,BIO,50
D9UDlHYAAAAJ,RICHARD GILBERT LATHROP ,CS,34,55,1986,2016,66,3763,376,2.672,3.409,4,2473400,0,0,1985,179,1,178,0.3333333333333333,0,0.0000648375126361078,XD,29
d9Y04UwAAAAJ,W ERIC WONG ,CS,37,89,1993,2016,158,4945,411,1.181,3.506,0,0,0,0,1990,214,7,207,0.12571428571428572,8752.469782272039,0.0002598153563082456,CS,70
Da-s1FQAAAAJ,KADANGODE K RAMAKRISHNAN ,CS,70,221,1983,2016,394,13794,611,2.143,4.231,0,0,0,0,1980,623,14,609,0.1084070796460177,4883.754062317595,0.0003394579730326747,CS,56
dACRUjgAAAAJ,ROBIN H KRAVETS ,CS,38,71,1997,2016,102,6363,594,1.684,3.284,10,8905976,0,0,1995,315,9,306,0.10588235294117647,1244.7039922608192,0.000217824958654334,CS,5
DaDmjMMAAAAJ,EMIN GUN SIRER ,CS,39,71,1995,2016,80,7660,1338,1.506,3.513,7,6124577,0,0,1995,239,10,229,0.1276595744680851,7387.070613015981,0.00025786195723249007,CS,6
DaFuSLUAAAAJ,JESSE A TOV ,CS,4,3,2008,2012,6,155,70,0,1.833,0,0,0,0,2005,7,0,7,0,0,0,CS,34
DaGZRjAAAAAJ,HOWARD OCHMAN ,BIO,70,133,1980,2016,144,18677,1976,8.375,3.368,5,412879,17,3832071,1980,292,7,285,0.15568862275449102,3611.788216691378,0.00025166790159592597,BIO,30
Db4BCX8AAAAJ,NOAH SNAVELY ,CS,32,50,2002,2016,65,9177,2563,3.24,4.262,4,2635669,0,0,2000,334,19,315,0.168,5043.463160319035,0.00043350999131288,CS,6
dBBs4gHgn3cC,DANIEL C DUCAT ,BIO,10,10,2003,2016,9,407,122,5.199,5.222,0,0,0,0,2000,107,0,107,0.14705882352941177,0,0,BIO,50
DbDbLZEAAAAJ,YANIV ERLICH ,CS,17,22,2007,2016,36,1847,481,13.854,8.389,0,0,2,562307,2005,398,7,391,0.8018867924528302,772.8235560791153,0.00019671685677430893,XD,15
DbZWZr8AAAAJ,NEIL IMMERMAN ,CS,38,74,1978,2016,90,8172,788,1.115,2.978,14,3272146,0,0,1975,202,15,187,0.09195402298850575,19692.268080431546,0.0003720465280736591,XD,25
dCj_AtQAAAAJ,KEITH MCGREGGOR ,CS,9,8,1996,2015,21,303,124,1.722,4.429,1,0,0,0,1995,122,4,118,0.041666666666666664,528.3843304872936,0.00013793734752009162,CS,9
dCWcLaUAAAAJ,HELEN MIRIAM BERMAN ,BIO,75,192,1967,2017,248,42855,23784,6.905,6.415,12,95340082,33,23448037,1965,555,10,545,0.16079632465543645,6566.197466937877,0.0003433916969823939,BIO,68
Dd4dphgAAAAJ,J TROY LITTLETON ,BIO,38,65,1993,2016,71,6408,1252,9.791,6.366,0,0,33,10898829,1990,457,5,452,0.32616487455197135,2176.094231375116,0.00017214109779601814,BIO,1
DD6_7kwAAAAJ,MARIANNE E BRONNER-FRASER ,BIO,88,274,1980,2011,249,22289,1719,6.749,3.956,4,738267,38,10063545,1980,536,5,531,0.31136363636363634,10314.83825900603,0.00026436599229754445,XD,5
Ddfev5kAAAAJ,SHIMON Y EDELMAN ,CS,49,117,1987,2016,164,11161,1286,6.017,2.829,1,320555,1,79500,1985,147,8,139,0.39072847682119205,4612.389667306602,0.0002495098092007441,XD,6
DdNAgNwAAAAJ,LAURA A DABBISH ,CS,27,42,2001,2017,66,5609,2085,1.872,3.742,6,2541451,0,0,2000,191,13,178,0.08080808080808081,1742.6373898432234,0.000290489421249254,CS,1
DDtrs1EAAAAJ,BEN DANTZER ,BIO,15,18,2010,2016,18,786,236,7.484,5.722,0,0,0,0,2010,50,1,49,0.01818181818181818,0,0.00007223063762667499,BIO,19
DDxFvcIAAAAJ,MAGDALENA BALAZINSKA ,CS,43,82,1996,2016,110,9071,1377,4.07,5.627,11,9331813,0,0,1995,458,29,429,0.11894273127753303,9948.4095808863,0.0005745081816168174,CS,6
deH55NMAAAAJ,MICHAEL J DANIELS ,BIO,38,83,1997,2016,113,5919,506,3.538,5.106,9,2366675,0,0,1995,287,2,285,0.1245136186770428,475.7338514082681,0.00008187349129430295,XD,30
DeKa-fwAAAAJ,WILLIAM E FRIEDMAN ,BIO,38,58,1986,2015,63,2656,128,8.387,1.952,27,9805154,0,0,1985,57,2,55,0.02857142857142857,0,0.00009538536256647025,BIO,1
dfj3gcAAAAAJ,ZHIJIN J WU ,BIO,26,33,2003,2016,38,5784,1730,8.085,5.789,1,681649,0,0,2000,195,0,195,0.18584070796460178,0,0,BIO,34
DFk64hIAAAAJ,ANANDA W GOLDRATH ,BIO,39,55,1995,2016,61,6303,681,13.105,11.689,0,0,0,0,1995,375,6,369,0.2935323383084577,2208.478215454636,0.00019752836874221627,XD,14
DFqp8NkAAAAJ,JEFFREY P BIGHAM ,CS,29,59,2003,2016,129,3618,388,1.4,4.031,9,1992683,0,0,2000,273,12,261,0.07303370786516854,3047.3606191318345,0.0002900965139962711,CS,1
DFUW1KgAAAAJ,AL-THADDEUS AVESTRUZ ,CS,11,12,2003,2016,37,715,248,3.977,5.297,0,0,0,0,2000,12,0,12,0.041666666666666664,0,0,CS,13
dG604wQAAAAJ,DONALD H FEENER ,BIO,31,46,1979,2015,52,2369,177,4.423,3.038,0,0,0,0,1975,63,1,62,0.02631578947368421,0,0.00006952677465855246,BIO,55
dgBh0UMAAAAJ,ROSS ALAN KNEPPER ,CS,16,20,2006,2017,37,801,180,2.543,3.73,3,607449,0,0,2005,112,5,107,0.14814814814814814,731.909569800136,0.00016346499894518215,CS,6
DGqqwrQAAAAJ,DAVID JOHN PERREAULT ,CS,43,114,1990,2017,172,5623,207,4.152,3.721,4,824849,0,0,1990,208,3,205,0.07100591715976332,1082.2318227307073,0.0001298744045793502,CS,1
dgRIYXIAAAAJ,REZA REJAIE ,CS,37,54,1998,2015,67,7204,1069,2.347,3.104,7,2154668,0,0,1995,236,5,231,0.13846153846153847,498.6260858877178,0.0001523123777756449,CS,63
dGs2BcIAAAAJ,KOSTAS DANIILIDIS ,CS,45,123,1992,2016,158,6204,927,3.045,3.449,21,10388865,0,0,1990,246,9,237,0.08045977011494253,2131.5996405162923,0.00026306585127514525,CS,19
dGuYytYAAAAJ,MOHAMMAD MAHMOODY ,CS,11,11,2006,2016,28,274,45,0.725,3.321,0,0,0,0,2005,73,7,66,0,235.1123987348327,0.00018370994465333835,CS,29
Dh-xOjwAAAAJ,MICHAEL J RUST ,BIO,18,21,2001,2016,27,6430,3573,14.209,4.963,1,298263,4,823609,2000,253,0,253,0.17647058823529413,0,0,BIO,14
DhhH9J4AAAAJ,TAO XIE ,CS,52,150,1998,2016,219,8181,376,1.241,3.936,23,7069475,0,0,1995,757,16,741,0.4774774774774775,22411.30399805115,0.0004412898428385677,XD,5
dHiM2IcAAAAJ,PHILIPPE MAX FAUCHET ,CS,64,222,1980,2016,408,16519,2040,4.029,4.596,17,7390436,0,0,1980,345,2,343,0.10815602836879433,49.14716884314145,0.00009135546883021176,CS,56
dhP2P4cAAAAJ,NAJIB MA EL-SAYED ,BIO,37,56,1995,2016,59,7182,1312,8.193,14.932,0,0,0,0,1995,455,10,445,0.700374531835206,6854.820927021797,0.0003016090613898761,XD,55
dhwyJggAAAAJ,DENIS GRACANIN ,CS,23,47,1993,2015,91,1354,187,1.687,3.758,2,325617,0,0,1990,87,3,84,0.06722689075630252,724.8432044301305,0.00012607104809393666,CS,40
DI23xwMAAAAJ,JIE YUAN LIU ,CS,40,648,1974,2016,525,5701,95,3.415,7.994,8,1091983,0,0,1970,1926,20,1906,0.34152436484798,38186.84883831676,0.0005466887085690687,XD,40
DI8bU-0AAAAJ,M GOPI ,CS,19,28,1997,2014,38,1042,288,1.485,3.658,3,845590,0,0,1995,135,9,126,0.16071428571428573,2589.2404101530906,0.00024264418895467578,CS,29
Dj3gptkAAAAJ,CHRISTOPHER JAMES LANGMEAD ,CS,20,35,1995,2016,52,1259,206,6.528,5.173,3,4302558,0,0,1995,109,10,99,0.38461538461538464,9095.960676730683,0.0002990560659257375,XD,1
dj4EiqsAAAAJ,JULIEN SAGE ,BIO,43,76,1993,2017,83,6526,546,13.086,11.133,0,0,26,7002973,1990,620,10,610,0.14786585365853658,4103.028463221053,0.00035150986440680315,BIO,1
DJ6--hMAAAAJ,NICKOLAI BORISOVICH ZELDOVICH ,CS,38,60,2002,2016,78,4984,602,1.658,4.064,9,5709722,0,0,2000,214,10,204,0.060240963855421686,2615.0761528851826,0.00023912333382425263,CS,1
dJlucB8AAAAJ,FREDERICK M HUGHSON ,BIO,39,45,1990,2016,52,7361,1523,12.342,6.173,0,0,0,0,1990,199,8,191,0.46808510638297873,8066.721874495183,0.0002889971661021309,XD,9
djRAUcYAAAAJ,TOM MANIATIS ,BIO,145,315,1973,2016,304,310506,237947,17.228,4.655,0,0,0,0,1970,772,11,761,0.1751592356687898,7224.089623670409,0.00035254702987342777,BIO,14
DK6Hz0oAAAAJ,PETER JENTSCH ,BIO,2,1,2013,2015,3,22,18,1.315,11.333,0,0,0,0,2010,7,0,7,0,0,0,BIO,11
DKfEcuEAAAAJ,LIOR SAMUEL PACHTER ,CS,55,109,1995,2016,132,36850,5857,10.265,8.538,1,474141,0,0,1995,856,30,826,0.8613861386138614,44343.42805400682,0.0006931246258396261,XD,4
DknsgF8AAAAJ,SALVATORE J STOLFO ,CS,76,202,1980,2016,236,23551,1595,1.33,3.492,9,4215895,0,0,1980,423,25,398,0.15137614678899083,16482.92602503192,0.0005783600449409777,XD,15
DKuq2fIAAAAJ,RAVI CHUGH ,CS,7,6,2008,2016,13,525,231,0.488,2.538,1,0,0,0,2005,31,2,29,0.07142857142857142,0,0.00007856900882312849,CS,34
Dl0vAp8AAAAJ,JEFFREY C TRINKLE ,CS,33,72,1984,2016,106,4165,515,1.897,3,0,0,0,0,1980,287,5,282,0.16346153846153846,728.887530054688,0.00016107508263834365,CS,52
dl2MfAoAAAAJ,JOHANNES KROMDIJK ,BIO,8,7,2008,2016,13,120,44,8.561,5.769,0,0,0,0,2005,60,1,59,0.058823529411764705,0,0.00010324818094926108,BIO,30
DlLniqwAAAAJ,GLORIA A BRAR ,BIO,16,16,2005,2014,14,2114,751,17.407,7.357,0,0,0,0,2005,195,8,187,0.390625,2171.4354370076016,0.0003206546628264709,BIO,4
DLuOkToAAAAJ,RENE MAEHR ,BIO,25,29,2002,2016,35,6106,1385,12.814,8.486,0,0,4,703742,2000,212,7,205,0.14,1112.4682802540372,0.00024151219283864586,BIO,50
dlV-qnUAAAAJ,WALTER J SCHEIRER ,CS,18,38,2006,2017,58,1424,301,3.628,4.017,3,14081,0,0,2005,61,3,58,0.13580246913580246,3896.055509531765,0.00015090431148656066,CS,60
DlWkhUkAAAAJ,SHUANGGE MA ,BIO,31,93,2004,2017,156,4108,545,3.373,5.25,2,207983,16,2281899,2000,680,6,674,0.41605839416058393,2857.368354714612,0.0001878495865543613,XD,7
Dm-CryUAAAAJ,CRAIG B THOMPSON ,BIO,182,458,1983,2016,482,106495,7931,10.954,6.674,1,857411,5,239583,1980,1061,9,1052,0.11495016611295682,8656.65097009427,0.00033413729451381945,BIO,26
dmM6v4gAAAAJ,AARON P MITCHELL ,BIO,66,137,1979,2016,153,11896,672,5.378,5.288,4,3882877,58,16830509,1975,310,5,305,0.17922077922077922,10001.831256166603,0.0002512526112138125,XD,42
DnnCWN0AAAAJ,CHRISTOPHER RE ,CS,36,74,2002,2016,109,5056,599,4.729,4.642,6,2419153,0,0,2000,587,32,555,0.1885245901639344,26575.499162618897,0.0006809959457049746,XD,1
Dn_qYK8AAAAJ,TONY S JEBARA ,CS,39,77,1995,2016,112,8169,1952,6.31,2.982,6,2399167,0,0,1995,396,7,389,0.23469387755102042,2086.770448138716,0.00019520819121931685,CS,15
dOCmXwMAAAAJ,CATHERINE E BADGLEY ,BIO,28,50,1977,2016,59,3202,829,6.066,4.424,5,1147402,0,0,1975,93,3,90,0.10869565217391304,0,0.00015631744130803347,BIO,19
DOe1Bl8AAAAJ,SUSANNAH HELENE KASSMER ,BIO,8,7,2008,2017,10,150,42,5.601,6,0,0,0,0,2005,16,2,14,0.14705882352941177,414.53824910144124,0.00009922466593035845,XD,50
doh5By4AAAAJ,KE HAO ,BIO,32,59,2002,2016,86,6072,1078,9.249,22.349,0,0,1,0,2000,1012,17,995,0.2943201376936317,12874.42272846787,0.0004378472866222903,XD,42
dok0514AAAAJ,DAVID CHIANG ,CS,25,38,2000,2017,58,5028,1156,1.885,3.397,4,1115318,0,0,2000,223,6,217,0.07865168539325842,6290.235502121324,0.00018450324090990724,CS,60
Dp3nYY0AAAAJ,NENAD ESTAN ,BIO,39,61,1998,2015,50,8169,1056,17.314,13.2,0,0,43,30958713,1995,431,5,426,0.296127562642369,1593.7498128549983,0.0001607302764868674,XD,7
dPgyka0AAAAJ,NILES A PIERCE ,CS,25,30,1997,2016,32,5617,651,9.999,3.719,10,13287600,13,4043237,1995,58,3,55,0.4745762711864407,231.55640817776603,0.00015311305122660528,XD,11
dpH_nwUAAAAJ,MICHAEL G ROTH ,BIO,52,96,1979,2016,117,10932,775,9.698,5.906,2,16052,30,15096424,1975,467,10,457,0.2128205128205128,2908.5988523141073,0.0003140447374908322,BIO,19
DpLFv4gAAAAJ,CARLOS ERNESTO GUESTRIN ,CS,59,110,1998,2016,137,15566,1261,2.06,4.81,9,5434480,0,0,1995,735,36,699,0.17391304347826086,30318.576748950723,0.0007617491220082394,CS,6
dPX0wQcAAAAJ,TAMARA ANN BRODERICK ,CS,12,14,2004,2016,28,498,109,2.791,3.214,0,0,0,0,2000,85,2,83,0.2702702702702703,0,0.00007835822651778304,CS,1
DP_EJ4gAAAAJ,DAVID S WILCOVE ,BIO,51,86,1984,2016,98,13076,2819,10.266,4.735,2,30004,0,0,1980,166,2,164,0.0425531914893617,215.63277942082357,0.00011052091935165914,BIO,9
DQaARsgAAAAJ,MOSHE Y VARDI ,CS,93,333,1981,2017,415,33672,1819,1.465,2.807,30,10893103,0,0,1980,508,21,487,0.10676156583629894,16732.897324748526,0.000495509851718791,XD,20
DqCFHY8AAAAJ,CAITLIN L KELLEHER ,CS,15,18,2002,2016,34,1940,673,2.691,3.265,4,1301271,0,0,2000,60,2,58,0.06818181818181818,81.42293745081403,0.00008543080346250485,CS,40
dqVEA2sAAAAJ,JUSTIN BLAU ,BIO,22,28,1994,2016,35,3712,642,14.213,4.486,0,0,16,4275399,1990,64,5,59,0.06172839506172839,775.3778334948995,0.00019342228815395903,BIO,68
DqXsbPAAAAAJ,DIETER FOX ,CS,91,184,1991,2017,217,38419,1865,2.425,4.926,11,4078840,0,0,1990,563,24,539,0.1218274111675127,12461.267292841452,0.0005361325540572745,CS,6
dqY6PyYAAAAJ,DAVID D WENTZLOFF ,CS,24,46,2002,2016,75,1996,270,3.126,4.08,10,6741879,0,0,2000,107,8,99,0.12244897959183673,4495.122800830886,0.0002338728661855001,CS,13
